time_utc,fridge_W,coffee_W,sum_W,time_et,over_nameplate_x
2026-08-16 07:59:08+00:00,1618.5,3.9,1622.4,2026-08-16 03:59:08-04:00,1.1
2026-08-16 08:46:22+00:00,1567.4,4.4,1571.8,2026-08-16 04:46:22-04:00,1.0
2026-08-16 08:46:24+00:00,1567.4,4.4,1571.8,2026-08-16 04:46:24-04:00,1.0
2026-08-16 10:19:20+00:00,2281.9,4.2,2286.1,2026-08-16 06:19:20-04:00,1.5
2026-08-16 10:19:22+00:00,2281.9,4.2,2286.1,2026-08-16 06:19:22-04:00,1.5
2026-08-16 16:25:50+00:00,1705.2,3.6,1708.8,2026-08-16 12:25:50-04:00,1.1
2026-08-16 17:32:28+00:00,1590.8,3.7,1594.5,2026-08-16 13:32:28-04:00,1.1
2026-08-16 20:23:14+00:00,1507.0,3.7,1510.7,2026-08-16 16:23:14-04:00,1.0
2026-08-16 21:23:50+00:00,1501.3,3.8,1505.1,2026-08-16 17:23:50-04:00,1.0
2026-08-16 21:23:52+00:00,1501.3,3.8,1505.1,2026-08-16 17:23:52-04:00,1.0
2026-08-16 22:22:18+00:00,2194.4,3.8,2198.2,2026-08-16 18:22:18-04:00,1.5
2026-08-16 22:22:20+00:00,2194.4,3.8,2198.2,2026-08-16 18:22:20-04:00,1.5
2026-08-17 00:14:54+00:00,1553.3,4.1,1557.4,2026-08-16 20:14:54-04:00,1.0
2026-08-17 00:14:56+00:00,1553.3,4.1,1557.4,2026-08-16 20:14:56-04:00,1.0
2026-08-17 01:10:20+00:00,1529.7,4.3,1534.0,2026-08-16 21:10:20-04:00,1.0
2026-08-17 01:10:22+00:00,1529.7,4.3,1534.0,2026-08-16 21:10:22-04:00,1.0
2026-08-17 05:40:28+00:00,1561.5,4.0,1565.5,2026-08-17 01:40:28-04:00,1.0
2026-08-17 09:09:40+00:00,1541.5,3.7,1545.2,2026-08-17 05:09:40-04:00,1.0
2026-08-17 09:09:42+00:00,1541.5,3.7,1545.2,2026-08-17 05:09:42-04:00,1.0
2026-08-17 10:01:12+00:00,1554.2,3.9,1558.1,2026-08-17 06:01:12-04:00,1.0
2026-08-17 10:52:12+00:00,1549.0,3.9,1552.9,2026-08-17 06:52:12-04:00,1.0
2026-08-17 11:42:48+00:00,1541.8,3.9,1545.7,2026-08-17 07:42:48-04:00,1.0
2026-08-17 13:23:20+00:00,1553.8,3.9,1557.7,2026-08-17 09:23:20-04:00,1.0
2026-08-17 13:23:22+00:00,1553.8,3.9,1557.7,2026-08-17 09:23:22-04:00,1.0
2026-08-17 18:19:48+00:00,1518.4,4.0,1522.4,2026-08-17 14:19:48-04:00,1.0
2026-08-17 18:19:50+00:00,1518.4,4.0,1522.4,2026-08-17 14:19:50-04:00,1.0
2026-08-17 19:57:08+00:00,1971.9,4.3,1976.2,2026-08-17 15:57:08-04:00,1.3
2026-08-17 19:57:10+00:00,1971.9,4.3,1976.2,2026-08-17 15:57:10-04:00,1.3
2026-08-17 20:45:22+00:00,1532.8,3.7,1536.5,2026-08-17 16:45:22-04:00,1.0
2026-08-17 21:33:40+00:00,1533.0,3.9,1536.9,2026-08-17 17:33:40-04:00,1.0
2026-08-17 22:21:56+00:00,1641.4,3.7,1645.1,2026-08-17 18:21:56-04:00,1.1
2026-08-18 04:46:12+00:00,1572.6,4.0,1576.6,2026-08-18 00:46:12-04:00,1.0
2026-08-18 06:20:30+00:00,1575.2,3.3,1578.5,2026-08-18 02:20:30-04:00,1.0
2026-08-18 07:07:42+00:00,2209.2,4.2,2213.4,2026-08-18 03:07:42-04:00,1.5
2026-08-18 10:14:04+00:00,2249.3,3.8,2253.1,2026-08-18 06:14:04-04:00,1.5
2026-08-18 11:45:54+00:00,1568.5,3.1,1571.6,2026-08-18 07:45:54-04:00,1.0
2026-08-18 13:17:48+00:00,1542.7,3.8,1546.5,2026-08-18 09:17:48-04:00,1.0
2026-08-18 18:40:40+00:00,1499.1,3.9,1503.0,2026-08-18 14:40:40-04:00,1.0
2026-08-19 02:19:50+00:00,1523.7,4.0,1527.7,2026-08-18 22:19:50-04:00,1.0
2026-08-19 02:19:52+00:00,1523.7,4.0,1527.7,2026-08-18 22:19:52-04:00,1.0
2026-08-19 07:58:40+00:00,1553.4,3.8,1557.2,2026-08-19 03:58:40-04:00,1.0
2026-08-19 08:45:32+00:00,1527.9,4.3,1532.2,2026-08-19 04:45:32-04:00,1.0
2026-08-19 09:31:44+00:00,1557.4,3.9,1561.3,2026-08-19 05:31:44-04:00,1.0
2026-08-19 10:17:40+00:00,1568.5,4.8,1573.3,2026-08-19 06:17:40-04:00,1.0
2026-08-19 12:43:14+00:00,1525.0,3.5,1528.5,2026-08-19 08:43:14-04:00,1.0
2026-08-19 19:08:58+00:00,2084.1,4.1,2088.2,2026-08-19 15:08:58-04:00,1.4
2026-08-19 19:09:00+00:00,2084.1,4.1,2088.2,2026-08-19 15:09:00-04:00,1.4
2026-08-21 10:32:10+00:00,1577.7,0.0,1577.7,2026-08-21 06:32:10-04:00,1.0
2026-08-24 10:43:08+00:00,2271.0,1057.2,3328.2,2026-08-24 06:43:08-04:00,2.2
2026-08-24 11:29:36+00:00,1949.4,0.0,1949.4,2026-08-24 07:29:36-04:00,1.3
2026-08-25 11:15:38+00:00,1556.5,0.0,1556.5,2026-08-25 07:15:38-04:00,1.0
2026-08-25 11:15:40+00:00,1556.5,0.0,1556.5,2026-08-25 07:15:40-04:00,1.0
